lower_step = preheat a large heavy skillet over medium heat for 3 minutes; METHOD is = preheat
lower_step = pour onion and mushroom mixture over the top of the roast; METHOD is = pour
lower_step = cover slow cooker, turn to high and cook the roast for 5-6 hours, until the meat is fork tender; METHOD is = cover
lower_step = skim off any fat from the surface and remove the bones; METHOD is = skim
lower_step = season with salt and pepper to taste; METHOD is = season
THERE IS NO METHOD IN lower_step = generously season both sides of roast with salt and pepper; first_token is = generously
lower_step = sprinkle flour over the top until well coated, and pat it into the meat; METHOD is = sprinkle
lower_step = shake off any excess; METHOD is = shake
lower_step = heat vegetable oil in a large skillet over medium-high heat until hot; METHOD is = heat
lower_step = sear the roast on both sides for 5-6 minutes each, until well browned; METHOD is = sear
lower_step = remove from the skillet and set aside; METHOD is = remove
lower_step = reduce the heat to medium and stir in mushrooms and butter; cook for 3-4 minutes; METHOD is = reduce
lower_step = stir in onion; cook for 5 minutes, until onions are translucent and begin to brown; METHOD is = stir
lower_step = add garlic, stir for about a minute; METHOD is = add
lower_step = stir in 1 1/2 tablespoons flour; cook and stir for about 1 minute; METHOD is = stir
lower_step = add tomato paste, and cook for another minute; METHOD is = add
THERE IS NO METHOD IN lower_step = slowly add chicken stock, stir to combine, and return to a simmer; first_token is = slowly
lower_step = remove skillet from the heat; METHOD is = remove
lower_step = place carrots and celery in the slow cooker; METHOD is = place
lower_step = place roast over the vegetables and pour in any accumulated juices; METHOD is = place
lower_step = add rosemary and thyme; METHOD is = add
lower_step = pour onion and mushroom mixture over the top of the roast; METHOD is = pour
lower_step = cover slow cooker, turn to high and cook the roast for 5-6 hours, until the meat is fork tender; METHOD is = cover
lower_step = skim off any fat from the surface and remove the bones; METHOD is = skim
lower_step = season with salt and pepper to taste; METHOD is = season
lower_step = preheat oven to 350 degrees f (175 degrees c); METHOD is = preheat
lower_step = heat vegetable oil in a large skillet over medium heat and cook turkey bacon until browned and crisp, about 5 minutes per side; METHOD is = heat
lower_step = drain bacon on paper towels; crumble when cool; METHOD is = drain
lower_step = mix cooked bacon with ground turkey, cheddar cheese, egg, onion, crumbled french bread, worcestershire sauce, garlic powder, and black pepper; turn the turkey meatloaf mixture into a 9x13-inch baking dish and form into a loaf shape in the middle of the dish; METHOD is = mix
lower_step = mix ketchup, yellow mustard, and brown sugar together in a bowl, stirring to dissolve brown sugar; METHOD is = mix
lower_step = spread the mixture over the turkey loaf; METHOD is = spread
lower_step = bake the turkey loaf in the preheated oven until the juices run clear, loaf is no longer pink in the middle, and an instant-read meat thermometer inserted into the thickest part of the loaf reads at least 160 degrees f (70 degrees f), 45 minutes to 1 hour; METHOD is = bake
lower_step = preheat oven to 350 degrees f (175 degrees c); METHOD is = preheat
lower_step = heat vegetable oil in a large skillet over medium heat and cook turkey bacon until browned and crisp, about 5 minutes per side; METHOD is = heat
lower_step = drain bacon on paper towels; crumble when cool; METHOD is = drain
lower_step = mix cooked bacon with ground turkey, cheddar cheese, egg, onion, crumbled french bread, worcestershire sauce, garlic powder, and black pepper; turn the turkey meatloaf mixture into a 9x13-inch baking dish and form into a loaf shape in the middle of the dish; METHOD is = mix
lower_step = mix ketchup, yellow mustard, and brown sugar together in a bowl, stirring to dissolve brown sugar; METHOD is = mix
lower_step = spread the mixture over the turkey loaf; METHOD is = spread
lower_step = bake the turkey loaf in the preheated oven until the juices run clear, loaf is no longer pink in the middle, and an instant-read meat thermometer inserted into the thickest part of the loaf reads at least 160 degrees f (70 degrees f), 45 minutes to 1 hour; METHOD is = bake
lower_step = preheat the oven to 375 degrees f (190 degrees c); METHOD is = preheat
lower_step = bring rice and water to a boil in a saucepan over high heat; METHOD is = bring
lower_step = reduce heat to medium-low, cover, and simmer until the rice is tender, and the liquid has been absorbed, 20 to 25 minutes; METHOD is = reduce
lower_step = set the cooked rice aside; METHOD is = set
lower_step = cook onion and olive oil over medium heat until onion begins to soften, about 5 minutes; METHOD is = cook
lower_step = transfer half of cooked onion to a large bowl and set aside; METHOD is = transfer
lower_step = stir marinara sauce, beef broth, balsamic vinegar, and red pepper flakes into the skillet; cook and stir for 1 minute; METHOD is = stir
lower_step = pour sauce mixture into a 9x13-inch baking dish and set aside; METHOD is = pour
lower_step = combine ground beef, italian sausage, diced tomatoes, italian parsley, garlic, salt, black pepper, and cayenne pepper into bowl with reserved onions; mix well; METHOD is = combine
lower_step = stir in cooked rice and parmigiano reggiano; METHOD is = stir
lower_step = stuff green bell peppers with beef and sausage mixture; METHOD is = stuff
lower_step = place stuffed green bell pepper halves in the baking dish over tomato sauce; sprinkle with remaining parmigiano-reggiano, cover baking dish with aluminum foil, and bake in the preheated oven for 45 minutes; METHOD is = place
lower_step = remove aluminum foil and bake until the meat is no longer pink, the green peppers are tender and the cheese is browned on top, an addition 20 to 25 minutes; METHOD is = remove
lower_step = preheat the oven to 375 degrees f (190 degrees c); METHOD is = preheat
lower_step = bring rice and water to a boil in a saucepan over high heat; METHOD is = bring
lower_step = reduce heat to medium-low, cover, and simmer until the rice is tender, and the liquid has been absorbed, 20 to 25 minutes; METHOD is = reduce
lower_step = set the cooked rice aside; METHOD is = set
lower_step = cook onion and olive oil over medium heat until onion begins to soften, about 5 minutes; METHOD is = cook
lower_step = transfer half of cooked onion to a large bowl and set aside; METHOD is = transfer
lower_step = stir marinara sauce, beef broth, balsamic vinegar, and red pepper flakes into the skillet; cook and stir for 1 minute; METHOD is = stir
lower_step = pour sauce mixture into a 9x13-inch baking dish and set aside; METHOD is = pour
lower_step = combine ground beef, italian sausage, diced tomatoes, italian parsley, garlic, salt, black pepper, and cayenne pepper into bowl with reserved onions; mix well; METHOD is = combine
lower_step = stir in cooked rice and parmigiano reggiano; METHOD is = stir
lower_step = stuff green bell peppers with beef and sausage mixture; METHOD is = stuff
lower_step = place stuffed green bell pepper halves in the baking dish over tomato sauce; sprinkle with remaining parmigiano-reggiano, cover baking dish with aluminum foil, and bake in the preheated oven for 45 minutes; METHOD is = place
lower_step = remove aluminum foil and bake until the meat is no longer pink, the green peppers are tender and the cheese is browned on top, an addition 20 to 25 minutes; METHOD is = remove
THERE IS NO METHOD IN lower_step = in a dutch oven, cook sausage, ground beef, onion, and garlic over medium heat until well browned; first_token is = in
lower_step = stir in crushed tomatoes, tomato paste, tomato sauce, and water; METHOD is = stir
lower_step = season with sugar, basil, fennel seeds, italian seasoning, 1 tablespoon salt, pepper, and 2 tablespoons parsley; METHOD is = season
lower_step = simmer, covered, for about 1 1/2 hours, stirring occasionally; METHOD is = simmer
lower_step = bring a large pot of lightly salted water to a boil; METHOD is = bring
lower_step = cook lasagna noodles in boiling water for 8 to 10 minutes; METHOD is = cook
lower_step = drain noodles, and rinse with cold water; METHOD is = drain
THERE IS NO METHOD IN lower_step =  in a mixing bowl, combine ricotta cheese with egg, remaining parsley, and 1/2 teaspoon salt; first_token is = in
lower_step = preheat oven to 375  degrees f (190 degrees c); METHOD is = preheat
THERE IS NO METHOD IN lower_step = to assemble, spread 1 1/2 cups of meat sauce in the bottom of a 9x13 inch baking dish; first_token is = to
lower_step =  arrange 6 noodles lengthwise over meat sauce; METHOD is = arrange
lower_step = spread with one half of the ricotta cheese mixture; METHOD is = spread
lower_step = top with a third of mozzarella cheese slices; METHOD is = top
lower_step = spoon 1 1/2 cups meat sauce over mozzarella, and sprinkle with 1/4 cup parmesan cheese; METHOD is = spoon
lower_step =  repeat layers, and top with remaining mozzarella and parmesan cheese; METHOD is = repeat
lower_step = cover with foil: to prevent sticking, either spray foil with cooking spray, or make sure the foil does not touch the cheese; METHOD is = cover
lower_step = bake in preheated oven for 25 minutes; METHOD is = bake
lower_step = remove foil, and bake an additional 25 minutes; METHOD is = remove
lower_step = cool for 15 minutes before serving; METHOD is = cool
THERE IS NO METHOD IN lower_step = in a dutch oven, cook sausage, ground beef, onion, and garlic over medium heat until well browned; first_token is = in
lower_step = stir in crushed tomatoes, tomato paste, tomato sauce, and water; METHOD is = stir
lower_step = season with sugar, basil, fennel seeds, italian seasoning, 1 tablespoon salt, pepper, and 2 tablespoons parsley; METHOD is = season
lower_step = simmer, covered, for about 1 1/2 hours, stirring occasionally; METHOD is = simmer
lower_step = bring a large pot of lightly salted water to a boil; METHOD is = bring
lower_step = cook lasagna noodles in boiling water for 8 to 10 minutes; METHOD is = cook
lower_step = drain noodles, and rinse with cold water; METHOD is = drain
THERE IS NO METHOD IN lower_step =  in a mixing bowl, combine ricotta cheese with egg, remaining parsley, and 1/2 teaspoon salt; first_token is = in
lower_step = preheat oven to 375  degrees f (190 degrees c); METHOD is = preheat
THERE IS NO METHOD IN lower_step = to assemble, spread 1 1/2 cups of meat sauce in the bottom of a 9x13 inch baking dish; first_token is = to
lower_step =  arrange 6 noodles lengthwise over meat sauce; METHOD is = arrange
lower_step = spread with one half of the ricotta cheese mixture; METHOD is = spread
lower_step = top with a third of mozzarella cheese slices; METHOD is = top
lower_step = spoon 1 1/2 cups meat sauce over mozzarella, and sprinkle with 1/4 cup parmesan cheese; METHOD is = spoon
lower_step =  repeat layers, and top with remaining mozzarella and parmesan cheese; METHOD is = repeat
lower_step = cover with foil: to prevent sticking, either spray foil with cooking spray, or make sure the foil does not touch the cheese; METHOD is = cover
lower_step = bake in preheated oven for 25 minutes; METHOD is = bake
lower_step = remove foil, and bake an additional 25 minutes; METHOD is = remove
lower_step = cool for 15 minutes before serving; METHOD is = cool
lower_step = preheat oven to 425 degrees f (220 degrees c.); METHOD is = preheat
THERE IS NO METHOD IN lower_step = in a saucepan, combine chicken, carrots, peas, and celery; first_token is = in
lower_step = add water to cover and boil for 15 minutes; METHOD is = add
lower_step = remove from heat, drain and set aside; METHOD is = remove
THERE IS NO METHOD IN lower_step = in the saucepan over medium heat, cook onions in butter until soft and translucent; first_token is = in
lower_step = stir in flour, salt, pepper, and celery seed; METHOD is = stir
THERE IS NO METHOD IN lower_step = slowly stir in chicken broth and milk; first_token is = slowly
lower_step = simmer over medium-low heat until thick; METHOD is = simmer
lower_step = remove from heat and set aside; METHOD is = remove
lower_step = place the chicken mixture in bottom pie crust; METHOD is = place
lower_step = pour hot liquid mixture over; METHOD is = pour
lower_step = cover with top crust, seal edges, and cut away excess dough; METHOD is = cover
lower_step = make several small slits in the top to allow steam to escape; METHOD is = make
lower_step = bake in the preheated oven for 30 to 35 minutes, or until pastry is golden brown and filling is bubbly; METHOD is = bake
lower_step = cool for 10 minutes before serving; METHOD is = cool
lower_step = preheat oven to 425 degrees f (220 degrees c.); METHOD is = preheat
THERE IS NO METHOD IN lower_step = in a saucepan, combine chicken, carrots, peas, and celery; first_token is = in
lower_step = add water to cover and boil for 15 minutes; METHOD is = add
lower_step = remove from heat, drain and set aside; METHOD is = remove
THERE IS NO METHOD IN lower_step = in the saucepan over medium heat, cook onions in butter until soft and translucent; first_token is = in
lower_step = stir in flour, salt, pepper, and celery seed; METHOD is = stir
THERE IS NO METHOD IN lower_step = slowly stir in chicken broth and milk; first_token is = slowly
lower_step = simmer over medium-low heat until thick; METHOD is = simmer
lower_step = remove from heat and set aside; METHOD is = remove
lower_step = place the chicken mixture in bottom pie crust; METHOD is = place
lower_step = pour hot liquid mixture over; METHOD is = pour
lower_step = cover with top crust, seal edges, and cut away excess dough; METHOD is = cover
lower_step = make several small slits in the top to allow steam to escape; METHOD is = make
lower_step = bake in the preheated oven for 30 to 35 minutes, or until pastry is golden brown and filling is bubbly; METHOD is = bake
lower_step = cool for 10 minutes before serving; METHOD is = cool
lower_step = preheat your oven's broiler; METHOD is = preheat
lower_step = grease a broiling pan or line pan with aluminum foil; METHOD is = grease
THERE IS NO METHOD IN lower_step = in a small bowl, mix together the parmesan cheese, butter, mayonnaise and lemon juice; first_token is = in
lower_step = season with dried basil, pepper, onion powder and celery salt; METHOD is = season
lower_step = mix well and set aside; METHOD is = mix
lower_step = arrange fillets in a single layer on the prepared pan; METHOD is = arrange
lower_step = broil a few inches from the heat for 2 to 3 minutes; METHOD is = broil
lower_step = flip the fillets over and broil for a couple more minutes; METHOD is = flip
lower_step = remove the fillets from the oven and cover them with the parmesan cheese mixture on the top side; METHOD is = remove
lower_step = broil for 2 more minutes or until the topping is browned and fish flakes easily with a fork; METHOD is = broil
THERE IS NO METHOD IN lower_step = be careful not to over cook the fish; first_token is = be
lower_step = preheat your oven's broiler; METHOD is = preheat
lower_step = grease a broiling pan or line pan with aluminum foil; METHOD is = grease
THERE IS NO METHOD IN lower_step = in a small bowl, mix together the parmesan cheese, butter, mayonnaise and lemon juice; first_token is = in
lower_step = season with dried basil, pepper, onion powder and celery salt; METHOD is = season
lower_step = mix well and set aside; METHOD is = mix
